stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,313.2771901649945,4342.944021932155,104051.06988316111,4342.944021932155,4342.944021932155,4342.944021932155,0,-4.545637547381263,2,0,1,7,0,1
stage1,2,313.2740573930929,4342.944021932155,4316.654754217934,4316.654754217934,4316.654754217934,4316.654754217934,1,0.005447995834924989,1,0,1,5,0,1
stage1,3,313.270924652519,4316.654754217934,4306.383651114256,4306.383651114256,4306.383651114256,4306.383651114256,1,0.002141471421655279,1,0,1,8,0,1
stage1,4,313.26779194327247,4306.383651114256,4185.843569909715,4185.843569909715,4185.843569909715,4185.843569909715,1,0.025191920152310757,0,0,1,10,0,1
stage1,5,313.26465926535303,4185.843569909715,4173.734019634232,4173.734019634232,4173.734019634232,4173.734019634232,1,0.002603679536970867,0,0,0,7,0,1
stage1,6,313.2615266187604,4173.734019634232,4091.5042747460056,4091.5042747460056,4091.5042747460056,4091.5042747460056,1,0.017731549267696118,1,0,0,10,0,1
stage1,7,313.25839400349423,4091.5042747460056,4080.222931887177,4080.222931887177,4080.222931887177,4080.222931887177,1,0.0024815343920363397,0,0,1,6,0,1
stage1,8,313.2552614195542,4080.222931887177,4049.933098644733,4049.933098644733,4049.933098644733,4049.933098644733,1,0.006681215799547209,0,0,0,10,0,1
stage1,9,313.25212886694,4049.933098644733,3890.674510299473,3890.674510299473,3890.674510299473,3890.674510299473,1,0.03539138203510053,0,0,1,11,0,1
stage1,10,313.24899634565134,3890.674510299473,3890.674510299473,3890.674510299473,3890.674510299473,3890.674510299473,1,0.0,0,0,0,8,0,0
stage1,11,313.2458638556879,3890.674510299473,3855.2145706041683,3855.2145706041683,3855.2145706041683,3855.2145706041683,1,0.008202676847238381,2,0,0,7,0,1
stage1,12,313.24273139704934,3855.2145706041683,3855.2145706041683,3855.2145706041683,3855.2145706041683,3855.2145706041683,1,0.0,2,0,0,10,0,0
stage1,13,313.23959896973537,3855.2145706041683,3828.171903879988,3828.171903879988,3828.171903879988,3828.171903879988,1,0.00631311165851612,2,0,1,10,0,1
stage1,14,313.2364665737457,3828.171903879988,3832.3429094706994,3828.171903879988,3832.3429094706994,3828.171903879988,1,-0.0009805999118889192,0,0,1,6,0,1
stage1,15,313.23333420908,3832.3429094706994,3824.9826859086547,3824.9826859086547,3824.9826859086547,3824.9826859086547,1,0.0017284990832814318,1,0,0,9,0,1
stage1,16,313.2302018757379,3824.9826859086547,3824.9826859086547,3824.9826859086547,3824.9826859086547,3824.9826859086547,1,0.0,1,0,1,4,0,0
stage1,17,313.2270695737192,3824.9826859086547,3781.881412715446,3781.881412715446,3781.881412715446,3781.881412715446,1,0.010141521951666746,0,0,0,6,0,1
stage1,18,313.22393730302343,3781.881412715446,3752.974711184028,3752.974711184028,3752.974711184028,3752.974711184028,1,0.006879124049422902,1,0,1,10,0,1
stage1,19,313.2208050636504,3752.974711184028,3748.5433418328453,3748.5433418328453,3748.5433418328453,3748.5433418328453,1,0.0010626856621706693,0,0,0,7,0,1
stage1,20,313.2176728555998,3748.5433418328453,3739.9281216026866,3739.9281216026866,3739.9281216026866,3739.9281216026866,1,0.0020684563309201743,2,0,0,10,0,1
stage1,21,313.2145406788713,3739.9281216026866,3712.8392132041017,3712.8392132041017,3712.8392132041017,3712.8392132041017,1,0.006518846556943641,0,0,0,8,0,1
stage1,22,313.2114085334645,3712.8392132041017,3712.8392132041017,3712.8392132041017,3712.8392132041017,3712.8392132041017,1,0.0,1,0,0,7,0,0
stage1,23,313.2082764193792,3712.8392132041017,3715.118576346105,3712.8392132041017,3715.118576346105,3712.8392132041017,1,-0.0005525223986288638,1,0,1,6,0,1
stage1,24,313.20514433661504,3715.118576346105,3709.15834241479,3709.15834241479,3709.15834241479,3709.15834241479,1,0.001443886763759608,1,0,0,8,0,1
stage1,25,313.2020122851717,3709.15834241479,3700.574280499007,3700.574280499007,3700.574280499007,3700.574280499007,1,0.0020828595090860973,0,0,1,5,0,1
stage1,26,313.19888026504884,3700.574280499007,3632.1720107586143,3632.1720107586143,3632.1720107586143,3632.1720107586143,1,0.016635807877379477,1,0,1,10,0,1
stage1,27,313.1957482762462,3632.1720107586143,3629.252981493885,3629.252981493885,3629.252981493885,3629.252981493885,1,0.000723293481276466,0,0,0,12,0,1
stage1,28,313.19261631876344,3629.252981493885,3629.85958865374,3629.252981493885,3629.85958865374,3629.252981493885,1,-0.00015042942629063644,1,0,1,8,0,1
stage1,29,313.18948439260026,3629.85958865374,3625.477974416298,3625.477974416298,3625.477974416298,3625.477974416298,1,0.0010863926599321957,1,0,1,5,0,1
stage1,30,313.18635249775633,3625.477974416298,3622.2409221491944,3622.2409221491944,3622.2409221491944,3622.2409221491944,1,0.0008035759866565544,2,0,0,7,0,1
stage1,31,313.18322063423136,3622.2409221491944,3607.8321369605046,3607.8321369605046,3607.8321369605046,3607.8321369605046,1,0.003580078451028735,0,0,0,7,0,1
stage1,32,313.180088802025,3607.8321369605046,3600.57922084098,3600.57922084098,3600.57922084098,3600.57922084098,1,0.0018092927441662114,1,0,1,4,0,1
stage1,33,313.176957001137,3600.57922084098,3471.5087422823644,3471.5087422823644,3471.5087422823644,3471.5087422823644,1,0.03226242878656112,1,0,0,7,0,1
stage1,34,313.173825231567,3471.5087422823644,3467.786686271495,3467.786686271495,3467.786686271495,3467.786686271495,1,0.0009649551991564664,1,0,0,5,0,1
stage1,35,313.1706934933147,3467.786686271495,3490.5199387375064,3467.786686271495,3490.5199387375064,3467.786686271495,1,-0.005899995896635862,2,0,1,10,0,1
stage1,36,313.16756178637974,3490.5199387375064,3492.9187976547614,3467.786686271495,3492.9187976547614,3467.786686271495,1,-0.0006185247651988399,1,0,1,7,0,1
stage1,37,313.1644301107619,3492.9187976547614,3492.9187976547614,3467.786686271495,3492.9187976547614,3467.786686271495,1,0.0,0,0,0,5,0,0
stage1,38,313.1612984664608,3492.9187976547614,3370.8393304415195,3370.8393304415195,3370.8393304415195,3370.8393304415195,1,0.031455503794044236,1,0,0,12,0,1
stage1,39,313.15816685347613,3370.8393304415195,3367.1860026904023,3367.1860026904023,3367.1860026904023,3367.1860026904023,1,0.0009754232265869298,2,0,1,12,0,1
stage1,40,313.1550352718076,3367.1860026904023,3372.5373731871464,3367.1860026904023,3372.5373731871464,3367.1860026904023,1,-0.0014303437479311907,2,0,1,5,0,1
stage1,41,313.1519037214549,3372.5373731871464,3372.0091562926323,3367.1860026904023,3372.0091562926323,3367.1860026904023,1,0.00014096069293175617,0,0,0,4,0,1
stage1,42,313.1487722024177,3372.0091562926323,3376.2423079286136,3367.1860026904023,3376.2423079286136,3367.1860026904023,1,-0.0011298416747396855,2,0,1,11,0,1
stage1,43,313.14564071469573,3376.2423079286136,3370.1221961550355,3367.1860026904023,3370.1221961550355,3367.1860026904023,1,0.0016314292914597342,0,0,1,10,0,1
stage1,44,313.1425092582886,3370.1221961550355,3362.689357858524,3362.689357858524,3362.689357858524,3362.689357858524,1,0.0019849590244805735,1,0,0,4,0,1
stage1,45,313.139377833196,3362.689357858524,3335.571259185739,3335.571259185739,3335.571259185739,3335.571259185739,1,0.007257967123388776,0,0,0,6,0,1
stage1,46,313.13624643941773,3335.571259185739,3333.7874490687786,3333.7874490687786,3333.7874490687786,3333.7874490687786,1,0.0004813055937100048,2,0,0,8,0,1
stage1,47,313.13311507695335,3333.7874490687786,3317.6084344337155,3317.6084344337155,3317.6084344337155,3317.6084344337155,1,0.004367738913776328,1,0,0,4,0,1
stage1,48,313.1299837458026,3317.6084344337155,3306.51437799481,3306.51437799481,3306.51437799481,3306.51437799481,1,0.0030095929017371816,1,0,0,6,0,1
stage1,49,313.12685244596514,3306.51437799481,3433.86474705777,3306.51437799481,3433.86474705777,3306.51437799481,1,-0.03466349123398365,1,0,0,7,0,1
stage1,50,313.1237211774407,3433.86474705777,3433.86474705777,3306.51437799481,3433.86474705777,3306.51437799481,1,0.0,0,0,0,7,0,0
stage1,51,313.12058994022897,3433.86474705777,3424.360765993326,3306.51437799481,3424.360765993326,3306.51437799481,1,0.0024909492912696873,2,0,0,8,0,1
stage1,52,313.1174587343296,3424.360765993326,3405.4897884126326,3306.51437799481,3405.4897884126326,3306.51437799481,1,0.00495972269957291,2,0,0,11,0,1
stage1,53,313.11432755974226,3405.4897884126326,3402.323158878184,3306.51437799481,3402.323158878184,3306.51437799481,1,0.0008368742113691828,2,0,0,6,0,1
stage1,54,313.11119641646667,3402.323158878184,3402.323158878184,3306.51437799481,3402.323158878184,3306.51437799481,1,0.0,0,0,0,7,0,0
stage1,55,313.10806530450253,3402.323158878184,3393.8355554154687,3306.51437799481,3393.8355554154687,3306.51437799481,1,0.0022451844694736777,0,0,0,11,0,1
stage1,56,313.1049342238495,3393.8355554154687,3376.058520161614,3306.51437799481,3376.058520161614,3306.51437799481,1,0.0047142330461295776,2,0,1,8,0,1
stage1,57,313.10180317450727,3376.058520161614,3376.5522835383254,3306.51437799481,3376.5522835383254,3306.51437799481,1,-0.00013162895026442965,2,0,1,6,0,1
stage1,58,313.0986721564755,3376.5522835383254,3379.5524156148895,3306.51437799481,3379.5524156148895,3306.51437799481,1,-0.0007996674246898434,2,0,1,4,0,1
stage1,59,313.095541169754,3379.5524156148895,3276.305355590338,3276.305355590338,3276.305355590338,3276.305355590338,1,0.027495461704561158,0,0,0,7,0,1
stage1,60,313.0924102143423,3276.305355590338,3266.4240548697485,3266.4240548697485,3266.4240548697485,3266.4240548697485,1,0.0027143900471169984,1,0,0,11,0,1
stage1,61,313.08927929024014,3266.4240548697485,3233.185460786466,3233.185460786466,3233.185460786466,3233.185460786466,1,0.00915825201273415,1,0,0,4,0,1
stage1,62,313.08614839744723,3233.185460786466,3231.5811727722835,3231.5811727722835,3231.5811727722835,3231.5811727722835,1,0.0004465748192536952,0,0,1,8,0,1
stage1,63,313.0830175359633,3231.5811727722835,3225.5194343897556,3225.5194343897556,3225.5194343897556,3225.5194343897556,1,0.0016882028495032128,2,0,0,12,0,1
stage1,64,313.07988670578794,3225.5194343897556,3223.052026567269,3223.052026567269,3223.052026567269,3223.052026567269,1,0.0006884680391510623,2,0,0,8,0,1
stage1,65,313.0767559069209,3223.052026567269,3223.052026567269,3223.052026567269,3223.052026567269,3223.052026567269,1,0.0,2,0,1,5,0,0
stage1,66,313.0736251393618,3223.052026567269,3228.848743768642,3223.052026567269,3228.848743768642,3223.052026567269,1,-0.0016186662325746995,0,0,1,10,0,1
stage1,67,313.07049440311044,3228.848743768642,3175.4114830879776,3175.4114830879776,3175.4114830879776,3175.4114830879776,1,0.014894948146894123,1,0,0,10,0,1
stage1,68,313.06736369816645,3175.4114830879776,3181.988784367419,3175.4114830879776,3181.988784367419,3175.4114830879776,1,-0.0018641902578688358,2,0,1,8,0,1
