stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,272.0111772804756,3770.8756122550617,3764.531692815442,3764.531692815442,3764.531692815442,3764.531692815442,1,0.0015141118622693736,0,0,0,11,0,1
stage1,2,272.00845716870276,3764.531692815442,3589.587204131761,3589.587204131761,3589.587204131761,3589.587204131761,1,0.041824602012463886,0,0,1,12,0,1
stage1,3,272.0057370841311,3589.587204131761,3583.664066156874,3583.664066156874,3583.664066156874,3583.664066156874,1,0.0014850800034227976,1,0,0,12,0,1
stage1,4,272.0030170267603,3583.664066156874,3523.4399192501546,3523.4399192501546,3523.4399192501546,3523.4399192501546,1,0.015124668834870302,2,0,1,4,0,1
stage1,5,272.00029699659,3523.4399192501546,3386.4144247228874,3386.4144247228874,3386.4144247228874,3386.4144247228874,1,0.03500072312877288,1,0,0,12,0,1
stage1,6,271.99757699362004,3386.4144247228874,3382.3836702611657,3382.3836702611657,3382.3836702611657,3382.3836702611657,1,0.0010712448509152524,0,0,1,12,0,1
stage1,7,271.9948570178501,3382.3836702611657,3189.705503684471,3189.705503684471,3189.705503684471,3189.705503684471,1,0.05126868115042541,2,0,0,9,0,1
stage1,8,271.9921370692799,3189.705503684471,3196.354736350948,3189.705503684471,3196.354736350948,3189.705503684471,1,-0.0018761322614005468,1,0,1,11,0,1
stage1,9,271.98941714790925,3196.354736350948,3196.354736350948,3189.705503684471,3196.354736350948,3189.705503684471,1,0.0,2,0,0,10,0,0
stage1,10,271.98669725373776,3196.354736350948,3197.3865935673116,3189.705503684471,3197.3865935673116,3189.705503684471,1,-0.0002905408101816502,0,0,1,6,0,1
stage1,11,271.9839773867652,3197.3865935673116,103010.76243014517,3189.705503684471,3197.3865935673116,3189.705503684471,0,-6.203512113485126,1,0,0,10,0,1
stage1,12,271.98125754699134,3197.3865935673116,3197.3865935673116,3189.705503684471,3197.3865935673116,3189.705503684471,1,0.0,2,0,1,5,0,0
stage1,13,271.9785377344159,3197.3865935673116,3192.760085640835,3189.705503684471,3192.760085640835,3189.705503684471,1,0.0013022689036746918,0,0,1,8,0,1
stage1,14,271.97581794903857,3192.760085640835,3194.6211320849357,3189.705503684471,3194.6211320849357,3189.705503684471,1,-0.0005246062199360426,2,0,1,5,0,1
stage1,15,271.9730981908591,3194.6211320849357,3126.9181128791806,3126.9181128791806,3126.9181128791806,3126.9181128791806,1,0.019073534784205357,0,0,1,10,0,1
stage1,16,271.9703784598772,3126.9181128791806,3122.451515159616,3122.451515159616,3122.451515159616,3122.451515159616,1,0.0012855910524329837,2,0,1,10,0,1
stage1,17,271.96765875609265,3122.451515159616,3128.0261102157633,3122.451515159616,3128.0261102157633,3122.451515159616,1,-0.0016067937408072292,0,0,1,6,0,1
stage1,18,271.9649390795051,3128.0261102157633,3101.766446067862,3101.766446067862,3101.766446067862,3101.766446067862,1,0.007555466898414399,2,0,1,11,0,1
stage1,19,271.9622194301143,3101.766446067862,3099.671798176339,3099.671798176339,3099.671798176339,3099.671798176339,1,0.0006077772569757944,0,0,1,7,0,1
stage1,20,271.95949980792005,3099.671798176339,3069.6839289915793,3069.6839289915793,3069.6839289915793,3069.6839289915793,1,0.008707077401601867,2,0,1,11,0,1
stage1,21,271.956780212922,3069.6839289915793,3069.6839289915793,3069.6839289915793,3069.6839289915793,3069.6839289915793,1,0.0,2,0,1,6,0,0
stage1,22,271.9540606451199,3069.6839289915793,3072.5123561163255,3069.6839289915793,3072.5123561163255,3069.6839289915793,1,-0.0008292659671668024,0,0,1,7,0,1
stage1,23,271.95134110451346,3072.5123561163255,3072.5123561163255,3069.6839289915793,3072.5123561163255,3069.6839289915793,1,0.0,2,0,1,4,0,0
stage1,24,271.94862159110244,3072.5123561163255,3068.0402201613256,3068.0402201613256,3068.0402201613256,3068.0402201613256,1,0.001309977599109617,0,0,1,7,0,1
