stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,257.4297814405896,3568.734543954152,3522.435764520048,3522.435764520048,3522.435764520048,3522.435764520048,1,0.011676100022985846,2,0,0,11,0,1
stage1,2,257.42720714277516,3522.435764520048,3482.6246793756486,3482.6246793756486,3482.6246793756486,3482.6246793756486,1,0.010171931874772309,0,0,1,5,0,1
stage1,3,257.42463287070376,3482.6246793756486,3476.75381030564,3476.75381030564,3476.75381030564,3476.75381030564,1,0.001517183920018351,1,0,0,8,0,1
stage1,4,257.42205862437504,3476.75381030564,3398.0570314003126,3398.0570314003126,3398.0570314003126,3398.0570314003126,1,0.020371618147034767,2,0,1,8,0,1
stage1,5,257.41948440378883,3398.0570314003126,3312.0175569319426,3312.0175569319426,3312.0175569319426,3312.0175569319426,1,0.022788177569115827,0,0,1,6,0,1
stage1,6,257.4169102089448,3312.0175569319426,3222.601360570989,3222.601360570989,3222.601360570989,3222.601360570989,1,0.024297750643388828,2,0,0,12,0,1
stage1,7,257.4143360398427,3222.601360570989,3171.4504504102315,3171.4504504102315,3171.4504504102315,3171.4504504102315,1,0.014285297495351727,1,0,1,11,0,1
stage1,8,257.4117618964823,3171.4504504102315,3163.0202716864605,3163.0202716864605,3163.0202716864605,3163.0202716864605,1,0.0023923315120412633,0,0,0,8,0,1
stage1,9,257.4091877788633,3163.0202716864605,3161.941763085268,3161.941763085268,3161.941763085268,3161.941763085268,1,0.00030687686378805495,2,0,1,6,0,1
stage1,10,257.40661368698557,3161.941763085268,3122.16573614234,3122.16573614234,3122.16573614234,3122.16573614234,1,0.011321658313436175,1,0,0,4,0,1
stage1,11,257.4040396208487,3122.16573614234,3066.1570913612113,3066.1570913612113,3066.1570913612113,3066.1570913612113,1,0.016145132758166193,0,0,1,12,0,1
stage1,12,257.4014655804525,3066.1570913612113,3066.1570913612113,3066.1570913612113,3066.1570913612113,3066.1570913612113,1,0.0,2,0,0,4,0,0
stage1,13,257.3988915657967,3066.1570913612113,3066.1570913612113,3066.1570913612113,3066.1570913612113,3066.1570913612113,1,0.0,1,0,1,7,0,0
stage1,14,257.3963175768811,3066.1570913612113,3059.075041708113,3059.075041708113,3059.075041708113,3059.075041708113,1,0.002078773036693552,0,0,0,12,0,1
