stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,267.7613599273516,3711.960633930809,3697.0298075620785,3697.0298075620785,3697.0298075620785,3697.0298075620785,1,0.003620120215991431,0,0,0,12,0,1
stage1,2,267.75868231375233,3697.0298075620785,3668.2725359024807,3668.2725359024807,3668.2725359024807,3668.2725359024807,1,0.007000631815491097,1,0,1,12,0,1
stage1,3,267.75600472692923,3668.2725359024807,3554.5433247242604,3554.5433247242604,3554.5433247242604,3554.5433247242604,1,0.027903131258271208,2,0,0,11,0,1
stage1,4,267.753327166882,3554.5433247242604,3500.4733519587758,3500.4733519587758,3500.4733519587758,3500.4733519587758,1,0.013690359363593113,0,0,1,4,0,1
stage1,5,267.75064963361035,3500.4733519587758,3500.4733519587758,3500.4733519587758,3500.4733519587758,3500.4733519587758,1,0.0,1,0,0,9,0,0
stage1,6,267.74797212711405,3500.4733519587758,3125.9183155874234,3125.9183155874234,3125.9183155874234,3125.9183155874234,1,0.09630112811616885,2,0,1,12,0,1
stage1,7,267.74529464739277,3125.9183155874234,3033.794223797072,3033.794223797072,3033.794223797072,3033.794223797072,1,0.026523944083207927,2,0,1,7,0,1
stage1,8,267.7426171944463,3033.794223797072,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,1,2.156996915000514e-05,0,0,0,11,0,1
stage1,9,267.7399397682744,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,1,0.0,1,0,1,5,0,0
stage1,10,267.7372623688767,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,1,0.0,2,0,0,9,0,0
stage1,11,267.73458499625303,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,1,0.0,0,0,1,7,0,0
stage1,12,267.73190765040306,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,3033.7215139661666,1,0.0,1,0,0,5,0,0
stage1,13,267.72923033132656,3033.7215139661666,3036.95495415222,3033.7215139661666,3036.95495415222,3033.7215139661666,1,-0.0009592496061524095,2,0,1,10,0,1
stage1,14,267.72655303902326,3036.95495415222,3036.95495415222,3033.7215139661666,3036.95495415222,3033.7215139661666,1,0.0,0,0,0,12,0,0
