stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,257.4297814405896,3568.734543954152,3568.734543954152,3568.734543954152,3568.734543954152,3568.734543954152,1,0.0,1,0,1,7,0,1
stage1,2,257.42720714277516,3568.734543954152,3568.734543954152,3568.734543954152,3568.734543954152,3568.734543954152,1,0.0,0,0,1,4,0,0
stage1,3,257.42463287070376,3568.734543954152,3442.6045523419702,3442.6045523419702,3442.6045523419702,3442.6045523419702,1,0.031808752108860076,2,0,1,4,0,1
stage1,4,257.42205862437504,3442.6045523419702,3442.6045523419702,3442.6045523419702,3442.6045523419702,3442.6045523419702,1,0.0,0,0,0,6,0,0
stage1,5,257.41948440378883,3442.6045523419702,3446.572621172462,3442.6045523419702,3446.572621172462,3442.6045523419702,1,-0.0010373721097338708,0,0,1,9,0,1
stage1,6,257.4169102089448,3446.572621172462,3385.041816518521,3385.041816518521,3385.041816518521,3385.041816518521,1,0.016067476381712853,0,0,0,7,0,1
stage1,7,257.4143360398427,3385.041816518521,3229.714517282465,3229.714517282465,3229.714517282465,3229.714517282465,1,0.04129773777986228,2,0,0,4,0,1
stage1,8,257.4117618964823,3229.714517282465,3133.83395417549,3133.83395417549,3133.83395417549,3133.83395417549,1,0.02671830786731125,0,0,1,11,0,1
stage1,9,257.4091877788633,3133.83395417549,3081.132865326769,3081.132865326769,3081.132865326769,3081.132865326769,1,0.01513512861798311,0,0,0,11,0,1
stage1,10,257.40661368698557,3081.132865326769,3081.383027038566,3081.132865326769,3081.383027038566,3081.132865326769,1,-7.307232451765736e-05,1,0,1,8,0,1
stage1,11,257.4040396208487,3081.383027038566,3081.383027038566,3081.132865326769,3081.383027038566,3081.132865326769,1,0.0,1,0,0,5,0,0
stage1,12,257.4014655804525,3081.383027038566,3081.383027038566,3081.132865326769,3081.383027038566,3081.132865326769,1,0.0,1,0,1,4,0,0
stage1,13,257.3988915657967,3081.383027038566,3073.565200060662,3073.565200060662,3073.565200060662,3073.565200060662,1,0.002283404633040986,0,0,1,8,0,1
stage1,14,257.3963175768811,3073.565200060662,3067.254048313732,3067.254048313732,3067.254048313732,3067.254048313732,1,0.001848028658095497,0,0,0,9,0,1
stage1,15,257.39374361370534,3067.254048313732,3067.254048313732,3067.254048313732,3067.254048313732,3067.254048313732,1,0.0,1,0,0,6,0,0
stage1,16,257.3911696762692,3067.254048313732,3067.254048313732,3067.254048313732,3067.254048313732,3067.254048313732,1,0.0,2,0,1,8,0,0
stage1,17,257.3885957645725,3067.254048313732,3068.1378929409398,3067.254048313732,3068.1378929409398,3067.254048313732,1,-0.000259339510832004,1,0,1,10,0,1
stage1,18,257.3860218786148,3068.1378929409398,3061.0505654734807,3061.0505654734807,3061.0505654734807,3061.0505654734807,1,0.002078979153899445,0,0,0,11,0,1
stage1,19,257.38344801839605,3061.0505654734807,3008.5909178928123,3008.5909178928123,3008.5909178928123,3008.5909178928123,1,0.015424012708296629,2,0,0,12,0,1
stage1,20,257.38087418391586,3008.5909178928123,3008.5909178928123,3008.5909178928123,3008.5909178928123,3008.5909178928123,1,0.0,1,0,0,6,0,0
