stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,314.2759729569603,4356.790091457013,4212.323864028326,4212.323864028326,4212.323864028326,4212.323864028326,1,0.029842981175697707,2,0,0,6,0,1
stage1,2,314.27283019723075,4212.323864028326,4087.80590146688,4087.80590146688,4087.80590146688,4087.80590146688,1,0.026604356626589096,2,0,0,5,0,1
stage1,3,314.2696874689288,4087.80590146688,4064.6078402005164,4064.6078402005164,4064.6078402005164,4064.6078402005164,1,0.0051074477709999325,1,0,1,8,0,1
stage1,4,314.26654477205415,4064.6078402005164,4045.320651520251,4045.320651520251,4045.320651520251,4045.320651520251,1,0.00427063827426524,0,0,0,6,0,1
stage1,5,314.26340210660646,4045.320651520251,4018.1809413315063,4018.1809413315063,4018.1809413315063,4018.1809413315063,1,0.006038023008309825,0,0,1,6,0,1
stage1,6,314.2602594725854,4018.1809413315063,3959.404504073728,3959.404504073728,3959.404504073728,3959.404504073728,1,0.013164860991668428,2,0,0,12,0,1
stage1,7,314.2571168699907,3959.404504073728,3915.1838719241705,3915.1838719241705,3915.1838719241705,3915.1838719241705,1,0.010051655215741128,2,0,0,11,0,1
stage1,8,314.253974298822,3915.1838719241705,3691.1965166717832,3691.1965166717832,3691.1965166717832,3691.1965166717832,1,0.05148892780559883,2,0,0,12,0,1
stage1,9,314.25083175907906,3691.1965166717832,3655.9321105908025,3655.9321105908025,3655.9321105908025,3655.9321105908025,1,0.008598286579848536,2,0,1,10,0,1
stage1,10,314.2476892507615,3655.9321105908025,3651.324947608598,3651.324947608598,3651.324947608598,3651.324947608598,1,0.0011341694972869666,1,0,1,6,0,1
stage1,11,314.244546773869,3651.324947608598,3644.1274001344623,3644.1274001344623,3644.1274001344623,3644.1274001344623,1,0.0017740937384838117,1,0,0,10,0,1
stage1,12,314.24140432840125,3644.1274001344623,3657.243487614098,3644.1274001344623,3657.243487614098,3644.1274001344623,1,-0.003239315598910299,1,0,1,12,0,1
stage1,13,314.23826191435796,3657.243487614098,3631.3193683319287,3631.3193683319287,3631.3193683319287,3631.3193683319287,1,0.006379588187926015,2,0,1,10,0,1
stage1,14,314.23511953173886,3631.3193683319287,3619.4942948036187,3619.4942948036187,3619.4942948036187,3619.4942948036187,1,0.002930771186993592,1,0,0,8,0,1
stage1,15,314.23197718054354,3619.4942948036187,3601.679461919446,3601.679461919446,3601.679461919446,3601.679461919446,1,0.0044297209195145945,1,0,1,4,0,1
stage1,16,314.22883486077177,3601.679461919446,3602.746865136937,3601.679461919446,3602.746865136937,3601.679461919446,1,-0.000266726371932507,0,0,0,7,0,1
stage1,17,314.22569257242316,3602.746865136937,3608.938299683494,3601.679461919446,3608.938299683494,3601.679461919446,1,-0.0015466784929641583,1,0,1,10,0,1
stage1,18,314.2225503154975,3608.938299683494,3600.8400739729736,3600.8400739729736,3600.8400739729736,3600.8400739729736,1,0.002019542185054081,2,0,1,7,0,1
stage1,19,314.2194080899943,3600.8400739729736,3594.1627239167183,3594.1627239167183,3594.1627239167183,3594.1627239167183,1,0.0016689480585565524,2,0,1,10,0,1
stage1,20,314.2162658959134,3594.1627239167183,3591.705668462598,3591.705668462598,3591.705668462598,3591.705668462598,1,0.0006152614888561007,0,0,1,4,0,1
stage1,21,314.21312373325446,3591.705668462598,3591.5129982252547,3591.5129982252547,3591.5129982252547,3591.5129982252547,1,4.827879275623974e-05,2,0,0,5,0,1
stage1,22,314.20998160201714,3591.5129982252547,3645.322044347018,3591.5129982252547,3591.5129982252547,3591.5129982252547,0,-0.013484050185400378,0,0,0,10,0,1
stage1,23,314.20683950220115,3591.5129982252547,3619.766207370864,3591.5129982252547,3619.766207370864,3591.5129982252547,1,-0.007079993374272467,1,0,0,10,0,1
stage1,24,314.20369743380616,3619.766207370864,3699.3523943685177,3591.5129982252547,3699.3523943685177,3591.5129982252547,1,-0.01978789905050623,1,0,0,11,0,1
stage1,25,314.2005553968318,3699.3523943685177,3704.9595343028404,3591.5129982252547,3704.9595343028404,3591.5129982252547,1,-0.001364137665979747,2,0,1,10,0,1
stage1,26,314.19741339127785,3704.9595343028404,3659.11722681913,3591.5129982252547,3659.11722681913,3591.5129982252547,1,0.011135904819835772,2,0,0,6,0,1
stage1,27,314.19427141714397,3659.11722681913,3640.8194773324503,3591.5129982252547,3640.8194773324503,3591.5129982252547,1,0.004500532100286714,0,0,0,4,0,1
stage1,28,314.19112947442983,3640.8194773324503,3633.5404211019995,3591.5129982252547,3633.5404211019995,3591.5129982252547,1,0.001799361558075824,0,0,0,4,0,1
stage1,29,314.1879875631351,3633.5404211019995,3802.3403658857346,3591.5129982252547,3802.3403658857346,3591.5129982252547,1,-0.04181044730452909,2,0,1,7,0,1
stage1,30,314.1848456832595,3802.3403658857346,3691.2627203891934,3591.5129982252547,3691.2627203891934,3591.5129982252547,1,0.02629167074147494,0,0,1,10,0,1
