stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,313.2771901649945,4342.944021932155,4335.118261450678,4335.118261450678,4335.118261450678,4335.118261450678,1,0.0016217534459944357,1,0,1,7,0,1
stage1,2,313.2740573930929,4335.118261450678,4280.358330689218,4280.358330689218,4280.358330689218,4280.358330689218,1,0.01136853361615606,2,0,0,6,0,1
stage1,3,313.270924652519,4280.358330689218,4286.748015827738,4280.358330689218,4286.748015827738,4280.358330689218,1,-0.0013435128978423238,1,0,1,7,0,1
stage1,4,313.26779194327247,4286.748015827738,4255.753796251292,4255.753796251292,4255.753796251292,4255.753796251292,1,0.006507216546390444,1,0,1,10,0,1
stage1,5,313.26465926535303,4255.753796251292,4199.390931723936,4199.390931723936,4199.390931723936,4199.390931723936,1,0.011919528361650937,0,0,1,11,0,1
stage1,6,313.2615266187604,4199.390931723936,4118.51164419326,4118.51164419326,4118.51164419326,4118.51164419326,1,0.01733378958070148,2,0,1,8,0,1
stage1,7,313.25839400349423,4118.51164419326,4088.2053944053196,4088.2053944053196,4088.2053944053196,4088.2053944053196,1,0.006622689739775841,2,0,0,9,0,1
stage1,8,313.2552614195542,4088.2053944053196,4084.040210828747,4084.040210828747,4084.040210828747,4084.040210828747,1,0.0009169464000133646,1,0,0,5,0,1
stage1,9,313.25212886694,4084.040210828747,3970.234337884014,3970.234337884014,3970.234337884014,3970.234337884014,1,0.025079401857670543,2,0,0,11,0,1
stage1,10,313.24899634565134,3970.234337884014,3963.485533514626,3963.485533514626,3963.485533514626,3963.485533514626,1,0.0015298653468617967,0,0,1,4,0,1
stage1,11,313.2458638556879,3963.485533514626,3946.477407232209,3946.477407232209,3946.477407232209,3946.477407232209,1,0.0038620838967971336,2,0,1,9,0,1
stage1,12,313.24273139704934,3946.477407232209,3937.001874538112,3937.001874538112,3937.001874538112,3937.001874538112,1,0.002160909222249419,0,0,0,4,0,1
stage1,13,313.23959896973537,3937.001874538112,3890.1671420131643,3890.1671420131643,3890.1671420131643,3890.1671420131643,1,0.010706436170391272,2,0,0,12,0,1
stage1,14,313.2364665737457,3890.1671420131643,3845.895735546386,3845.895735546386,3845.895735546386,3845.895735546386,1,0.0102423017740778,0,0,1,9,0,1
stage1,15,313.23333420908,3845.895735546386,3805.0130953928715,3805.0130953928715,3805.0130953928715,3805.0130953928715,1,0.009567179837478231,1,0,0,9,0,1
stage1,16,313.2302018757379,3805.0130953928715,3763.342087205889,3763.342087205889,3763.342087205889,3763.342087205889,1,0.00985644633225942,1,0,0,9,0,1
stage1,17,313.2270695737192,3763.342087205889,3653.2009359355498,3653.2009359355498,3653.2009359355498,3653.2009359355498,1,0.02634016091184067,0,0,1,9,0,1
stage1,18,313.22393730302343,3653.2009359355498,3646.578567281909,3646.578567281909,3646.578567281909,3646.578567281909,1,0.001631482059924116,2,0,0,7,0,1
stage1,19,313.2208050636504,3646.578567281909,3641.011383633922,3641.011383633922,3641.011383633922,3641.011383633922,1,0.00137401819013128,1,0,1,10,0,1
stage1,20,313.2176728555998,3641.011383633922,3574.8049500230286,3574.8049500230286,3574.8049500230286,3574.8049500230286,1,0.01636517548877703,2,0,1,8,0,1
