stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,267.7613599273516,3711.960633930809,3713.0549487228673,3711.960633930809,3713.0549487228673,3711.960633930809,1,-0.00026532698214787407,1,0,1,8,0,1
stage1,2,267.75868231375233,3713.0549487228673,103181.68276966781,3711.960633930809,3713.0549487228673,3711.960633930809,0,-5.258536556368009,2,0,1,8,0,1
stage1,3,267.75600472692923,3713.0549487228673,3713.0549487228673,3711.960633930809,3713.0549487228673,3711.960633930809,1,0.0,0,0,0,6,0,0
stage1,4,267.753327166882,3713.0549487228673,3715.9991695280755,3711.960633930809,3715.9991695280755,3711.960633930809,1,-0.0007136438219420513,0,0,1,11,0,1
stage1,5,267.75064963361035,3715.9991695280755,3684.370674514684,3684.370674514684,3684.370674514684,3684.370674514684,1,0.0076602938303851325,1,0,1,6,0,1
stage1,6,267.74797212711405,3684.370674514684,3684.370674514684,3684.370674514684,3684.370674514684,3684.370674514684,1,0.0,2,0,0,6,0,0
stage1,7,267.74529464739277,3684.370674514684,3497.89407503199,3497.89407503199,3497.89407503199,3497.89407503199,1,0.04555158922942298,0,0,0,8,0,1
stage1,8,267.7426171944463,3497.89407503199,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,1,0.012519587734330593,1,0,0,6,0,1
stage1,9,267.7399397682744,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,1,0.0,1,0,0,5,0,0
stage1,10,267.7372623688767,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,1,0.0,0,0,1,6,0,0
stage1,11,267.73458499625303,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,3449.2360841900363,1,0.0,0,0,1,4,0,0
stage1,12,267.73190765040306,3449.2360841900363,3299.1515741213243,3299.1515741213243,3299.1515741213243,3299.1515741213243,1,0.03916115214060794,0,0,1,6,0,1
stage1,13,267.72923033132656,3299.1515741213243,3301.1444925783303,3299.1515741213243,3301.1444925783303,3299.1515741213243,1,-0.0005436629906230066,1,0,1,8,0,1
stage1,14,267.72655303902326,3301.1444925783303,3299.1515741213243,3299.1515741213243,3299.1515741213243,3299.1515741213243,1,0.0005433347783890861,1,0,1,4,0,0
stage1,15,267.72387577349286,3299.1515741213243,3038.596188775252,3038.596188775252,3038.596188775252,3038.596188775252,1,0.0710788339192692,2,0,0,12,0,1
stage1,16,267.72119853473515,3038.596188775252,3040.0104023376252,3038.596188775252,3040.0104023376252,3038.596188775252,1,-0.00041887507489075633,1,0,1,8,0,1
stage1,17,267.71852132274984,3040.0104023376252,2947.8136007163685,2947.8136007163685,2947.8136007163685,2947.8136007163685,1,0.02729501234447277,2,0,0,9,0,1
stage1,18,267.71584413753664,2947.8136007163685,2937.8469260805705,2937.8469260805705,2937.8469260805705,2937.8469260805705,1,0.0030429356761358015,0,0,0,4,0,1
stage1,19,267.71316697909526,2937.8469260805705,2937.8469260805705,2937.8469260805705,2937.8469260805705,2937.8469260805705,1,0.0,0,0,0,7,0,0
stage1,20,267.7104898474255,2937.8469260805705,2936.432712518197,2936.432712518197,2936.432712518197,2936.432712518197,1,0.00043323979708978684,0,0,0,7,0,1
stage1,21,267.70781274252704,2936.432712518197,2934.9997281963942,2934.9997281963942,2934.9997281963942,2934.9997281963942,1,0.0004392015809266131,0,0,1,10,0,1
