stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,1,314.2835907258475,4356.895696157539,4316.663588986655,4316.663588986655,4316.663588986655,4316.663588986655,1,0.008310709959324723,0,0,0,4,0,1
stage1,2,314.28044788994026,4316.663588986655,104126.09580272927,4316.663588986655,4316.663588986655,4316.663588986655,0,-4.594428009434962,2,0,1,4,0,1
stage1,3,314.27730508546136,4316.663588986655,3963.9032303356908,3963.9032303356908,3963.9032303356908,3963.9032303356908,1,0.07354854420341746,2,0,0,12,0,1
stage1,4,314.2741623124105,3963.9032303356908,3897.5424422388455,3897.5424422388455,3897.5424422388455,3897.5424422388455,1,0.01506714614778898,0,0,0,10,0,1
stage1,5,314.2710195707874,3897.5424422388455,3853.0481986915815,3853.0481986915815,3853.0481986915815,3853.0481986915815,1,0.010274376683768667,1,0,1,11,0,1
stage1,6,314.26787686059174,3853.0481986915815,3849.542052650577,3849.542052650577,3849.542052650577,3849.542052650577,1,0.0008189701436841153,1,0,0,4,0,1
stage1,7,314.26473418182314,3849.542052650577,3966.7233704268656,3849.542052650577,3966.7233704268656,3849.542052650577,1,-0.02739629404127276,1,0,1,7,0,1
stage1,8,314.26159153448134,3966.7233704268656,3952.7023041995767,3849.542052650577,3952.7023041995767,3849.542052650577,1,0.003181204844945376,0,0,0,8,0,1
stage1,9,314.258448918566,3952.7023041995767,3951.667434851693,3849.542052650577,3951.667434851693,3849.542052650577,1,0.00023563181373555472,1,0,0,10,0,1
stage1,10,314.2553063340768,3951.667434851693,3881.1463831719298,3849.542052650577,3881.1463831719298,3849.542052650577,1,0.016061307677873705,2,0,1,7,0,1
stage1,11,314.2521637810135,3881.1463831719298,3790.2162722841113,3790.2162722841113,3790.2162722841113,3790.2162722841113,1,0.021085806027278456,2,0,0,7,0,1
stage1,12,314.2490212593757,3790.2162722841113,3731.3515761942144,3731.3515761942144,3731.3515761942144,3731.3515761942144,1,0.013977626255343125,0,0,0,8,0,1
stage1,13,314.24587876916314,3731.3515761942144,3735.6815064638304,3731.3515761942144,3735.6815064638304,3731.3515761942144,1,-0.0010443768599872926,0,0,1,7,0,1
stage1,14,314.24273631037545,3735.6815064638304,3590.4702430352645,3590.4702430352645,3590.4702430352645,3590.4702430352645,1,0.0349842824822129,2,0,1,8,0,1
stage1,15,314.23959388301233,3590.4702430352645,3585.1295328160313,3585.1295328160313,3585.1295328160313,3585.1295328160313,1,0.0013387213573580533,0,0,0,8,0,1
stage1,16,314.2364514870735,3585.1295328160313,3581.1779592590974,3581.1779592590974,3581.1779592590974,3581.1779592590974,1,0.0009919909918699758,2,0,1,6,0,1
stage1,17,314.23330912255864,3581.1779592590974,3531.205180324356,3531.205180324356,3531.205180324356,3531.205180324356,1,0.012558856765267249,2,0,1,6,0,1
stage1,18,314.23016678946743,3531.205180324356,3537.069300754821,3531.205180324356,3537.069300754821,3531.205180324356,1,-0.0014945912564994772,1,0,1,6,0,1
stage1,19,314.22702448779955,3537.069300754821,3544.7701211898966,3531.205180324356,3544.7701211898966,3531.205180324356,1,-0.001959457902079801,2,0,1,10,0,1
